	observed_otus
10684.weampp07F06	139
10684.weampp01H06	29
10684.weampp16F10	176
10684.weampp09A11	14
10684.weampp10G07	215
10684.weampp06C11	431
10684.weampp11G01	250
10684.weampp11E08	908
10684.weampp13E04	388
10684.weampp05A12	55
10684.weampp02E12	214
10684.weampp14A04	29
10684.weampp01G11	24
10684.weampp09E07	165
10684.weampp08G08	143
10684.weampp08E01	183
10684.weampp13D03	142
10684.weampp12D05	88
10684.weampp10D09	150
10684.weampp14E12	144
10684.weampp02A04	225
10684.weampp03A02	109
10684.weampp01C07	142
10684.weampp06G07	210
10684.weampp07G01	36
10684.weampp13A12	563
10684.weampp03C06	76
10684.weampp08H12	397
10684.weampp05E09	110
10684.weampp04G06	260
10684.weampp07E05	153
10684.weampp06E03	93
10684.weampp14B07	309
10684.weampp02F11	100
10684.weampp14H01	31
10684.weampp08G05	107
10684.weampp15H07	326
10684.weampp01D12	34
10684.weampp10D04	18
10684.weampp04H11	20
10684.weampp12F01	112
10684.weampp05B11	25
10684.weampp12G06	963
10684.weampp04C10	302
10684.weampp11E05	39
10684.weampp10E03	71
10684.weampp16A05	87
10684.weampp03G10	488
10684.weampp06D04	129
10684.weampp07D02	16
10684.weampp04D08	9
10684.weampp04F01	59
10684.weampp05F07	407
10684.weampp02B07	120
10684.weampp03B01	29
10684.weampp15F10	57
10684.weampp03B06	433
10684.weampp13H10	109
10684.weampp05D09	324
10684.weampp04F06	91
10684.weampp06D03	55
10684.weampp14C07	249
10684.weampp08F05	15
10684.weampp02G11	28
10684.weampp15A08	212
10684.weampp16A02	129
10684.weampp01E12	33
10684.weampp06A12	44
10684.weampp12G01	181
10684.weampp05C11	142
10684.weampp13D09	546
10684.weampp12F06	179
10684.weampp04B10	163
10684.weampp10D03	49
10684.weampp09G04	68
10684.weampp15B06	300
10684.weampp08G02	94
10684.weampp10A12	29
10684.weampp06E04	233
10684.weampp07E02	41
10684.weampp04E08	208
10684.weampp05G07	75
10684.weampp02C07	42
10684.weampp14G11	139
10684.weampp03C01	11
10684.weampp01C03	214
10684.weampp03A06	103
10684.weampp02C09	138
10684.weampp12A10	462
10684.weampp04E06	240
10684.weampp06G03	124
10684.weampp08E05	148
10684.weampp02D11	65
10684.weampp14H08	40
10684.weampp15B08	161
10684.weampp09E03	130
10684.weampp16B02	108
10684.weampp01F12	31
10684.weampp07H12	20
10684.weampp11F02	133
10684.weampp12D01	333
10684.weampp13G09	117
10684.weampp04A10	43
10684.weampp11G05	474
10684.weampp16C05	153
10684.weampp03E10	12
10684.weampp09D04	301
10684.weampp14C09	145
10684.weampp06F04	19
10684.weampp10B12	118
10684.weampp04D01	203
10684.weampp04F08	41
10684.weampp05D07	53
10684.weampp14D11	56
10684.weampp02H08	107
10684.weampp03B08	31
10684.weampp01H02	29
10684.weampp01H05	42
10684.weampp03H09	138
10684.weampp15D10	17
10684.weampp02B09	59
10684.weampp05F09	80
10684.weampp04D06	90
10684.weampp07F05	164
10684.weampp06F03	103
10684.weampp02E11	15
10684.weampp08D05	29
10684.weampp01G12	45
10684.weampp11G02	22
10684.weampp12E01	35
10684.weampp12G08	96
10684.weampp13E07	160
10684.weampp05A11	350
10684.weampp10F03	215
10684.weampp16B05	80
10684.weampp16H03	41
10684.weampp08E02	24
10684.weampp10C12	32
10684.weampp07G02	17
10684.weampp04G08	254
10684.weampp05E07	117
10684.weampp13A11	86
10684.weampp03C08	7
10684.weampp03A01	71
10684.weampp01E03	35
10684.weampp02E09	68
10684.weampp03G06	101
10684.weampp09F12	139
10684.weampp15C10	118
10684.weampp12G10	538
10684.weampp04C06	18
10684.weampp06A03	242
10684.weampp07A05	74
10684.weampp09C03	30
10684.weampp08C05	49
10684.weampp02B11	201
10684.weampp14F07	90
10684.weampp16D02	218
10684.weampp06D12	235
10684.weampp13B07	79
10684.weampp12H07	368
10684.weampp04G10	197
10684.weampp13A09	381
10684.weampp16E05	54
10684.weampp08H04	149
10684.weampp08B02	93
10684.weampp14E09	67
10684.weampp03C10	22
10684.weampp05B07	124
10684.weampp05H01	111
10684.weampp13F11	65
10684.weampp04B01	253
10684.weampp04H07	23
10684.weampp03D08	106
10684.weampp03F01	19
10684.weampp02F07	90
10684.weampp01D03	42
10684.weampp14H10	27
10684.weampp09G12	23
10684.weampp12F10	410
10684.weampp04B06	10
10684.weampp05H06	223
10684.weampp09B03	296
10684.weampp09H05	189
10684.weampp02C11	85
10684.weampp08B05	125
10684.weampp08H03	26
10684.weampp01A12	6
10684.weampp11A02	891
10684.weampp13C07	543
10684.weampp12C01	121
10684.weampp12A08	169
10684.weampp12B06	30
10684.weampp02H10	41
10684.weampp14D09	346
10684.weampp08C02	23
10684.weampp03B10	302
10684.weampp07A02	81
10684.weampp06A04	49
10684.weampp13G11	215
10684.weampp04A08	111
10684.weampp03E08	121
10684.weampp14C11	92
10684.weampp02G07	51
10684.weampp09D12	251
10684.weampp03E06	96
10684.weampp04A06	51
10684.weampp05C09	125
10684.weampp06C03	40
10684.weampp07C05	68
10684.weampp15D01	16
10684.weampp09A03	19
10684.weampp14D07	156
10684.weampp08A05	377
10684.weampp01B12	21
10684.weampp06F12	108
10684.weampp05D11	265
10684.weampp12A06	137
10684.weampp04E10	153
10684.weampp10C03	23
10684.weampp16G05	29
10684.weampp03A10	199
10684.weampp07H04	121
10684.weampp06H02	180
10684.weampp06B04	111
10684.weampp03D01	182
10684.weampp03F08	122
10684.weampp02D07	77
10684.weampp16H12	412
10684.weampp09E12	106
10684.weampp04H09	101
10684.weampp12D10	297
10684.weampp05B09	156
10684.weampp06B03	41
10684.weampp06H05	352
10684.weampp15E01	233
10684.weampp14E07	51
10684.weampp01C12	8
10684.weampp06G12	237
10684.weampp13A07	60
10684.weampp12C08	113
10684.weampp12H09	221
10684.weampp04D10	86
10684.weampp13B09	178
10684.weampp11H03	36
10684.weampp08A02	291
10684.weampp14F09	121
10684.weampp09A04	123
10684.weampp15D06	43
10684.weampp07C02	49
10684.weampp06C04	17
10684.weampp05A07	685
10684.weampp04C08	44
10684.weampp04A01	144
10684.weampp03G08	63
10684.weampp02E07	35
10684.weampp14A11	21
10684.weampp03C09	94
10684.weampp01C05	84
10684.weampp05E06	4
10684.weampp13A10	536
10684.weampp16B04	79
10684.weampp08E03	61
10684.weampp12D07	485
10684.weampp07B12	141
10684.weampp10F02	151
10684.weampp14A06	135
10684.weampp09D02	71
10684.weampp16C03	401
10684.weampp05F08	27
10684.weampp05D01	80
10684.weampp04D07	250
10684.weampp11B12	403
10684.weampp07F04	172
10684.weampp16F12	370
10684.weampp03H08	212
10684.weampp02B08	43
10684.weampp14D10	136
10684.weampp08A12	39
10684.weampp02H09	297
10684.weampp01B05	35
10684.weampp06F05	218
10684.weampp07F03	191
10684.weampp04F09	35
10684.weampp03E11	10
10684.weampp14A01	154
10684.weampp08D03	152
10684.weampp13G08	232
10684.weampp13E01	451
10684.weampp04A11	102
10684.weampp07C12	98
10684.weampp11G04	269
10684.weampp10G02	274
10684.weampp10F05	210
10684.weampp11F03	151
10684.weampp13D06	39
10684.weampp08E04	265
10684.weampp02D10	34
10684.weampp14H09	128
10684.weampp16B03	157
10684.weampp05G08	269
10684.weampp05E01	27
10684.weampp04E07	15
10684.weampp11C12	388
10684.weampp07G04	140
10684.weampp06G02	32
10684.weampp01C02	77
10684.weampp03A07	40
10684.weampp02C08	41
10684.weampp03A09	57
10684.weampp01A05	28
10684.weampp06E05	464
10684.weampp07E03	96
10684.weampp04E09	59
10684.weampp03F11	107
10684.weampp08G03	9
10684.weampp14B01	155
10684.weampp05H11	78
10684.weampp13F01	413
10684.weampp13D08	135
10684.weampp12F07	469
10684.weampp04B11	146
10684.weampp10D02	29
10684.weampp10E05	386
10684.weampp14C06	51
10684.weampp08F04	325
10684.weampp02G10	7
10684.weampp09F02	25
10684.weampp16A03	387
10684.weampp13H11	77
10684.weampp05F01	323
10684.weampp04F07	38
10684.weampp07D04	267
10684.weampp06D02	65
10684.weampp16D12	59
10684.weampp15F11	185
10684.weampp03H01	44
10684.weampp03B07	71
10684.weampp02H07	109
10684.weampp08C12	106
10684.weampp14F10	116
10684.weampp03H06	95
10684.weampp06D05	255
10684.weampp07D03	19
10684.weampp09F05	163
10684.weampp03G11	94
10684.weampp08F03	202
10684.weampp14C01	110
10684.weampp13E08	292
10684.weampp04C11	139
10684.weampp11E04	428
10684.weampp07A12	426
10684.weampp10D05	48
10684.weampp12D09	248
10684.weampp04H10	21
10684.weampp05B10	41
10684.weampp13F06	212
10684.weampp02F10	91
10684.weampp08G04	164
10684.weampp05G01	211
10684.weampp05E08	240
10684.weampp04G07	182
10684.weampp07E04	196
10684.weampp06E02	213
10684.weampp01A02	4
10684.weampp16E12	112
10684.weampp03C07	234
10684.weampp03G09	31
10684.weampp07C03	446
10684.weampp06C05	60
10684.weampp05A06	84
10684.weampp04C09	25
10684.weampp01H12	5
10684.weampp08A03	35
10684.weampp14D01	391
10684.weampp04D11	19
10684.weampp10B02	54
10684.weampp11H02	216
10684.weampp07F12	167
10684.weampp11C03	17
10684.weampp13A06	323
10684.weampp15G09	99
10684.weampp14E06	340
10684.weampp02A10	364
10684.weampp04H08	256
10684.weampp05B08	739
10684.weampp07B04	11
10684.weampp11F12	97
10684.weampp16B12	19
10684.weampp02D01	23
10684.weampp03D07	474
10684.weampp08E12	197
10684.weampp01F05	64
10684.weampp07B03	172
10684.weampp06H03	179
10684.weampp06B05	151
10684.weampp13D10	326
10684.weampp05H09	199
10684.weampp04B09	162
10684.weampp16G04	65
10684.weampp14G08	19
10684.weampp03A11	8
10684.weampp15E07	44
10684.weampp12A07	114
10684.weampp04E11	44
10684.weampp13C08	695
10684.weampp07G12	124
10684.weampp11H05	87
10684.weampp05D10	33
10684.weampp13H09	406
10684.weampp12B09	53
10684.weampp14D06	354
10684.weampp08A04	493
10684.weampp04A07	29
10684.weampp12E11	146
10684.weampp05A01	225
10684.weampp05C08	55
10684.weampp07C04	345
10684.weampp11G12	22
10684.weampp16C12	43
10684.weampp01G02	36
10684.weampp02G08	153
10684.weampp02E01	4
10684.weampp03E09	28
10684.weampp14C10	613
10684.weampp08F12	143
10684.weampp01E05	228
10684.weampp06A05	248
10684.weampp05C06	43
10684.weampp13G10	616
10684.weampp04A09	53
10684.weampp14D08	100
10684.weampp08C03	102
10684.weampp15F07	51
10684.weampp03B11	39
10684.weampp12H01	85
10684.weampp12B07	208
10684.weampp13B01	686
10684.weampp07D12	52
10684.weampp11A03	172
10684.weampp13C06	20
10684.weampp02C10	9
10684.weampp08B04	30
10684.weampp14G06	28
10684.weampp08H02	86
10684.weampp04H01	49
10684.weampp12F11	107
10684.weampp04B07	58
10684.weampp05H07	37
10684.weampp05B01	290
10684.weampp01D02	98
10684.weampp02F01	36
10684.weampp14H11	80
10684.weampp02D08	155
10684.weampp03F07	29
10684.weampp03D09	233
10684.weampp15H10	517
10684.weampp05B06	296
10684.weampp04H06	277
10684.weampp16E04	129
10684.weampp08H05	126
10684.weampp08B03	32
10684.weampp14E08	19
10684.weampp15G07	352
10684.weampp03C11	83
10684.weampp09B05	679
10684.weampp04G11	20
10684.weampp13A08	92
10684.weampp13C01	34
10684.weampp10A02	65
10684.weampp07E12	108
10684.weampp13B06	43
10684.weampp15D09	128
10684.weampp09C02	180
10684.weampp03H10	45
10684.weampp02B10	116
10684.weampp14F06	27
10684.weampp12G11	175
10684.weampp04C07	41
10684.weampp05A08	188
10684.weampp06A02	152
10684.weampp11E12	19
10684.weampp16A12	272
10684.weampp01E02	38
10684.weampp02G01	79
10684.weampp03G07	39
